184	1,2160
184	0,1086
185	1,2172
185	0,1092
186	1,2184
186	0,1098
187	1,2196
187	0,1104
188	1,2208
188	0,1110
189	1,2220
189	0,1116
200	1,2232
201	0,1122
201	1,2244
202	0,1128
202	1,2256
203	0,1132
203	1,2268
204	0,1140
204	1,2280
205	0,1146
205	1,2290
206	0,1152
206	1,2304
207	0,1158
207	1,2316
208	0,1164
208	1,2328
209	0,1170
209	1,2340
210	0,1176
210	1,2352
211	0,1182
211	1,2364
212	0,1188
212	1,2376
213	0,1194
213	1,2388
214	0,1200
214	1,2400
215	0,1206
215	1,2412
216	0,1212
216	1,2424
217	0,1218
217	1,2436
218	0,1224
218	1,2448
219	0,1230
219	1,2460
220	0,1236
220	1,2472
221	0,1246
221	1,2484
222	0,1248
222	1,2496
223	0,1254
223	1,2508
224	0,1260
224	1,2520
225	0,1266
225	1,2532
226	0,1272
226	1,2544
227	0,1278
227	1,2556
228	0,1284
228	1,2568
229	0,1290
229	1,2580
300	0,1296
301	1,2592
301	0,1302
302	1,2604
302	0,1308
303	1,2616
303	0,1314
304	1,2628
304	0,1320
305	1,2640
305	0,1326
306	1,2652
306	0,1332
307	1,2664
307	0,1338
308	1,2676
308	0,1344
309	1,2688
309	0,1350
310	1,2700
310	0,1356
311	1,2712
311	0,1362
312	1,2724
312	0,1368
313	1,2736
313	0,1374
314	1,2748
314	0,1380
315	1,2760
315	0,1386
316	1,2772
316	0,1392
317	1,2784
317	0,1398
318	1,2796
318	0,1404
319	1,2808
319	0,1410
320	1,2820
320	0,1416
321	1,2832
321	0,1422
322	1,2844
322	0,1428
323	1,2856
323	0,1434
324	1,2868
324	0,1440
325	1,2880
325	0,1446
326	1,2892
326	0,1452
327	1,2904
327	0,1458
328	1,2916
328	0,1468
329	1,2928
329	0,1470
330	1,2940
330	0,1476
331	1,2952
331	0,1482
332	1,2964
332	0,1488
333	1,2976
334	0,1494
334	1,2988
335	0,1500
335	1,3000
336	0,1506
336	1,3012
337	0,1512
337	1,3024
338	0,1518
338	1,3036
339	0,1524
339	1,3048
340	0,1530
341	1,3060
341	0,1536
342	1,3072
342	0,1542
343	1,3084
343	0,1548
344	1,3096
344	0,1554
345	1,3108
345	0,1560
346	1,3120
346	0,1566
347	1,3132
347	0,1572
348	1,3144
348	0,1578
349	1,3156
349	0,1584
350	1,3168
350	0,1590
351	1,3180
351	0,1596
352	1,3192
352	0,1602
353	1,3204
353	0,1608
354	1,3216
354	0,1614
355	1,3228
355	0,1620
356	1,3240
356	0,1626
357	1,3252
357	0,1632
358	1,3264
358	0,1638
359	1,3276
359	0,1644
360	1,3288
360	0,1650
361	1,3300
361	0,1656
362	1,3312
362	0,1662
363	1,3324
363	0,1668
364	1,3336
364	0,1674
365	1,3348
365	0,1680
366	1,3360
366	0,1686
367	1,3372
367	0,1692
368	1,3384
368	0,1698
369	1,3396
369	0,1704
370	1,3408
371	0,1710
371	1,3420
372	0,1716
372	1,3432
373	0,1722
373	1,3444
374	0,1728
374	1,3456
375	0,1734
375	1,3468
376	0,1740
376	1,3480
377	0,1746
378	1,3492
379	0,1752
379	1,3504
380	0,1758
381	1,3516
381	0,1764
382	1,3528
382	0,1770
383	1,3540
383	0,1776
384	1,3552
385	0,1786
385	1,3564
386	0,1788
387	1,3576
387	0,1794
388	1,3588
388,0,1800
389,1,3600
389,0,1806
390,1,3612
391,0,1812
391	1,3624
392,0,1818
392,1,3636
393,0,1824
393,1,3648
394,0,1830
394,1,3660
395,0,1836
395,1,3672
396,0,1842
396,1,3684
397,0,1848
398,1,3696
398,0,1854
399,1,3708
399,0,1860
400,1,3720
400,0,1866
401,1,3732
401,0,1872
402,1,3744
402,0,1878
403,1,3756
403,0,1884
404,1,3768
404,0,1890
405,1,3780
405,0,1896
406,1,3792
406,0,1902
407,1,3804
407,0,1908
408,1,3816
408,0,1914
409,1,3828
409,0,1920
410,1,3840
410,0,1926
411,1,3852
411,0,1932
412,1,3864
412,0,1938
413,1,3876
413,0,1944
414,1,3888
414,0,1950
415,1,3900
415,0,1956
416,1,3912
416,0,1962
417,1,3924
417,0,1968
418,1,3936
418,0,1974
419,1,3948
419,0,1980
420,1,3960
420,0,1986
421,1,3972
421,0,1992
422,1,3984
422,0,1998
423,1,3996
423,0,2004
424,1,4008
424,0,2010
425,1,4020
425,0,2016
426,1,4032
426,0,2022
427,1,4044
427,0,2028
428,1,4056
428,0,2034
429,1,4068
429,0,2040
430,1,4080
430,0,2046
431,1,4092
431,0,2052
432,1,4104
432,0,2058
433,1,4116
433,0,2064
434,1,4128
434,0,2070
435,1,4140
435,0,2076
436,1,4152
436,0,2082
437,1,4164
437,0,2088
438,1,4176
438,0,2094
439,1,4188
439,0,2100
440,1,4200
440,0,2106
441,1,4212
441,0,2112
442,1,4224
442,0,2118
443,1,4236
443,0,2124
444,1,4248
444,0,2130
445,1,4260
445,0,2136
446,1,4272
446,0,2142
447,1,4284
447,0,2148
448,1,4296
448,0,2154
449,1,4308
449,0,2160
450,1,4320
450,0,2166

